,picture,classnumber,date
674,dataset\2019120312.jpg,1,2019120312
675,dataset\2019120400.jpg,0,2019120400
676,dataset\2019120412.jpg,1,2019120412
677,dataset\2019120500.jpg,1,2019120500
678,dataset\2019120512.jpg,1,2019120512
679,dataset\2019120600.jpg,1,2019120600
680,dataset\2019120612.jpg,1,2019120612
681,dataset\2019120700.jpg,5,2019120700
682,dataset\2019120712.jpg,0,2019120712
683,dataset\2019120800.jpg,5,2019120800
684,dataset\2019120812.jpg,5,2019120812
685,dataset\2019120900.jpg,5,2019120900
686,dataset\2019120912.jpg,1,2019120912
687,dataset\2019121000.jpg,1,2019121000
688,dataset\2019121012.jpg,1,2019121012
689,dataset\2019121100.jpg,1,2019121100
690,dataset\2019121112.jpg,1,2019121112
691,dataset\2019121200.jpg,1,2019121200
692,dataset\2019121212.jpg,1,2019121212
693,dataset\2019121300.jpg,1,2019121300
694,dataset\2019121312.jpg,1,2019121312
695,dataset\2019121400.jpg,1,2019121400
696,dataset\2019121412.jpg,1,2019121412
697,dataset\2019121500.jpg,1,2019121500
698,dataset\2019121512.jpg,5,2019121512
699,dataset\2019121600.jpg,0,2019121600
700,dataset\2019121612.jpg,1,2019121612
701,dataset\2019121700.jpg,1,2019121700
702,dataset\2019121712.jpg,1,2019121712
703,dataset\2019121800.jpg,1,2019121800
704,dataset\2019121812.jpg,1,2019121812
705,dataset\2019121900.jpg,1,2019121900
706,dataset\2019121912.jpg,1,2019121912
707,dataset\2019122000.jpg,1,2019122000
708,dataset\2019122012.jpg,1,2019122012
709,dataset\2019122100.jpg,1,2019122100
710,dataset\2019122112.jpg,1,2019122112
711,dataset\2019122200.jpg,1,2019122200
712,dataset\2019122212.jpg,1,2019122212
713,dataset\2019122300.jpg,1,2019122300
714,dataset\2019122312.jpg,1,2019122312
715,dataset\2019122400.jpg,5,2019122400
716,dataset\2019122412.jpg,5,2019122412
717,dataset\2019122500.jpg,1,2019122500
718,dataset\2019122512.jpg,5,2019122512
719,dataset\2019122600.jpg,5,2019122600
720,dataset\2019122612.jpg,5,2019122612
721,dataset\2019122700.jpg,0,2019122700
722,dataset\2019122712.jpg,1,2019122712
723,dataset\2019122800.jpg,5,2019122800
724,dataset\2019122812.jpg,1,2019122812
725,dataset\2019122900.jpg,1,2019122900
726,dataset\2019122912.jpg,0,2019122912
727,dataset\2019123000.jpg,1,2019123000
728,dataset\2019123012.jpg,1,2019123012
729,dataset\2019123100.jpg,1,2019123100
730,dataset\2019123112.jpg,0,2019123112
731,dataset\2020010100.jpg,1,2020010100
732,dataset\2020010112.jpg,1,2020010112
733,dataset\2020010200.jpg,1,2020010200
734,dataset\2020010212.jpg,1,2020010212
735,dataset\2020010300.jpg,1,2020010300
736,dataset\2020010312.jpg,1,2020010312
737,dataset\2020010400.jpg,1,2020010400
738,dataset\2020010412.jpg,1,2020010412
739,dataset\2020010500.jpg,1,2020010500
740,dataset\2020010512.jpg,1,2020010512
741,dataset\2020010600.jpg,1,2020010600
742,dataset\2020010612.jpg,1,2020010612
743,dataset\2020010700.jpg,1,2020010700
744,dataset\2020010712.jpg,1,2020010712
745,dataset\2020010800.jpg,1,2020010800
746,dataset\2020010812.jpg,0,2020010812
747,dataset\2020010900.jpg,1,2020010900
748,dataset\2020010912.jpg,1,2020010912
749,dataset\2020011000.jpg,1,2020011000
750,dataset\2020011012.jpg,1,2020011012
751,dataset\2020011100.jpg,1,2020011100
752,dataset\2020011112.jpg,1,2020011112
753,dataset\2020011200.jpg,1,2020011200
754,dataset\2020011212.jpg,0,2020011212
755,dataset\2020011300.jpg,1,2020011300
756,dataset\2020011312.jpg,1,2020011312
757,dataset\2020011400.jpg,0,2020011400
758,dataset\2020011412.jpg,1,2020011412
759,dataset\2020011500.jpg,1,2020011500
760,dataset\2020011512.jpg,1,2020011512
761,dataset\2020011600.jpg,1,2020011600
762,dataset\2020011612.jpg,1,2020011612
763,dataset\2020011700.jpg,1,2020011700
764,dataset\2020011712.jpg,5,2020011712
765,dataset\2020011800.jpg,1,2020011800
766,dataset\2020011812.jpg,5,2020011812
767,dataset\2020011900.jpg,1,2020011900
768,dataset\2020011912.jpg,5,2020011912
769,dataset\2020012000.jpg,5,2020012000
770,dataset\2020012012.jpg,5,2020012012
771,dataset\2020012100.jpg,1,2020012100
772,dataset\2020012112.jpg,1,2020012112
773,dataset\2020012200.jpg,1,2020012200
774,dataset\2020012212.jpg,1,2020012212
775,dataset\2020012300.jpg,5,2020012300
776,dataset\2020012312.jpg,1,2020012312
777,dataset\2020012400.jpg,1,2020012400
778,dataset\2020012412.jpg,1,2020012412
779,dataset\2020012500.jpg,1,2020012500
780,dataset\2020012512.jpg,1,2020012512
781,dataset\2020012600.jpg,1,2020012600
782,dataset\2020012612.jpg,1,2020012612
783,dataset\2020012700.jpg,1,2020012700
784,dataset\2020012712.jpg,0,2020012712
785,dataset\2020012800.jpg,1,2020012800
786,dataset\2020012812.jpg,1,2020012812
787,dataset\2020012900.jpg,1,2020012900
788,dataset\2020012912.jpg,0,2020012912
789,dataset\2020013000.jpg,5,2020013000
790,dataset\2020013012.jpg,1,2020013012
791,dataset\2020013100.jpg,1,2020013100
792,dataset\2020013112.jpg,1,2020013112
793,dataset\2020020100.jpg,1,2020020100
794,dataset\2020020112.jpg,1,2020020112
795,dataset\2020020200.jpg,1,2020020200
796,dataset\2020020212.jpg,1,2020020212
797,dataset\2020020300.jpg,1,2020020300
798,dataset\2020020312.jpg,1,2020020312
799,dataset\2020020400.jpg,1,2020020400
800,dataset\2020020412.jpg,1,2020020412
801,dataset\2020020500.jpg,1,2020020500
802,dataset\2020020512.jpg,1,2020020512
803,dataset\2020020600.jpg,1,2020020600
804,dataset\2020020612.jpg,1,2020020612
805,dataset\2020020700.jpg,1,2020020700
806,dataset\2020020712.jpg,1,2020020712
807,dataset\2020020800.jpg,0,2020020800
808,dataset\2020020812.jpg,1,2020020812
809,dataset\2020020900.jpg,1,2020020900
810,dataset\2020020912.jpg,0,2020020912
811,dataset\2020021000.jpg,0,2020021000
812,dataset\2020021012.jpg,0,2020021012
813,dataset\2020021100.jpg,0,2020021100
814,dataset\2020021112.jpg,0,2020021112
815,dataset\2020021200.jpg,0,2020021200
816,dataset\2020021212.jpg,0,2020021212
817,dataset\2020021300.jpg,1,2020021300
818,dataset\2020021312.jpg,5,2020021312
819,dataset\2020021400.jpg,1,2020021400
820,dataset\2020021412.jpg,1,2020021412
821,dataset\2020021500.jpg,1,2020021500
822,dataset\2020021512.jpg,1,2020021512
823,dataset\2020021600.jpg,1,2020021600
824,dataset\2020021612.jpg,0,2020021612
825,dataset\2020021700.jpg,1,2020021700
826,dataset\2020021712.jpg,1,2020021712
827,dataset\2020021800.jpg,1,2020021800
828,dataset\2020021812.jpg,1,2020021812
829,dataset\2020021900.jpg,1,2020021900
830,dataset\2020021912.jpg,5,2020021912
831,dataset\2020022000.jpg,5,2020022000
832,dataset\2020022012.jpg,1,2020022012
833,dataset\2020022100.jpg,1,2020022100
834,dataset\2020022112.jpg,0,2020022112
835,dataset\2020022200.jpg,1,2020022200
836,dataset\2020022212.jpg,5,2020022212
837,dataset\2020022300.jpg,1,2020022300
838,dataset\2020022312.jpg,1,2020022312
839,dataset\2020022400.jpg,5,2020022400
840,dataset\2020022412.jpg,0,2020022412
841,dataset\2020022500.jpg,0,2020022500
842,dataset\2020022512.jpg,0,2020022512
843,dataset\2020022600.jpg,5,2020022600
844,dataset\2020022612.jpg,1,2020022612
845,dataset\2020022700.jpg,0,2020022700
846,dataset\2020022712.jpg,1,2020022712
847,dataset\2020022800.jpg,5,2020022800
848,dataset\2020022812.jpg,5,2020022812
849,dataset\2020022900.jpg,1,2020022900
850,dataset\2020022912.jpg,1,2020022912
851,dataset\2020030100.jpg,1,2020030100
852,dataset\2020030112.jpg,1,2020030112
853,dataset\2020030200.jpg,1,2020030200
854,dataset\2020030212.jpg,5,2020030212
855,dataset\2020030300.jpg,1,2020030300
856,dataset\2020030312.jpg,5,2020030312
857,dataset\2020030400.jpg,5,2020030400
858,dataset\2020030412.jpg,5,2020030412
859,dataset\2020030500.jpg,0,2020030500
860,dataset\2020030512.jpg,1,2020030512
861,dataset\2020030600.jpg,1,2020030600
862,dataset\2020030612.jpg,5,2020030612
863,dataset\2020030700.jpg,5,2020030700
864,dataset\2020030712.jpg,5,2020030712
865,dataset\2020030800.jpg,1,2020030800
866,dataset\2020030812.jpg,5,2020030812
867,dataset\2020030900.jpg,1,2020030900
868,dataset\2020030912.jpg,5,2020030912
869,dataset\2020031000.jpg,5,2020031000
870,dataset\2020031012.jpg,0,2020031012
871,dataset\2020031100.jpg,5,2020031100
872,dataset\2020031112.jpg,1,2020031112
873,dataset\2020031200.jpg,1,2020031200
874,dataset\2020031212.jpg,1,2020031212
875,dataset\2020031300.jpg,1,2020031300
876,dataset\2020031312.jpg,1,2020031312
877,dataset\2020031400.jpg,1,2020031400
878,dataset\2020031412.jpg,0,2020031412
879,dataset\2020031500.jpg,1,2020031500
880,dataset\2020031512.jpg,1,2020031512
881,dataset\2020031600.jpg,0,2020031600
882,dataset\2020031612.jpg,1,2020031612
883,dataset\2020031700.jpg,1,2020031700
884,dataset\2020031712.jpg,5,2020031712
885,dataset\2020031800.jpg,1,2020031800
886,dataset\2020031812.jpg,5,2020031812
887,dataset\2020031900.jpg,5,2020031900
888,dataset\2020031912.jpg,5,2020031912
889,dataset\2020032000.jpg,5,2020032000
890,dataset\2020032012.jpg,1,2020032012
891,dataset\2020032100.jpg,1,2020032100
892,dataset\2020032112.jpg,1,2020032112
893,dataset\2020032200.jpg,1,2020032200
894,dataset\2020032212.jpg,5,2020032212
895,dataset\2020032300.jpg,0,2020032300
896,dataset\2020032312.jpg,5,2020032312
897,dataset\2020032400.jpg,1,2020032400
898,dataset\2020032412.jpg,5,2020032412
899,dataset\2020032500.jpg,5,2020032500
900,dataset\2020032512.jpg,1,2020032512
901,dataset\2020032600.jpg,1,2020032600
902,dataset\2020032612.jpg,1,2020032612
903,dataset\2020032700.jpg,1,2020032700
904,dataset\2020032712.jpg,1,2020032712
905,dataset\2020032800.jpg,1,2020032800
906,dataset\2020032812.jpg,1,2020032812
907,dataset\2020032900.jpg,1,2020032900
908,dataset\2020032912.jpg,5,2020032912
909,dataset\2020033000.jpg,1,2020033000
910,dataset\2020033012.jpg,1,2020033012
911,dataset\2020033100.jpg,1,2020033100
912,dataset\2020033112.jpg,1,2020033112
913,dataset\2020040100.jpg,1,2020040100
914,dataset\2020040112.jpg,0,2020040112
915,dataset\2020040200.jpg,1,2020040200
916,dataset\2020040212.jpg,1,2020040212
917,dataset\2020040300.jpg,1,2020040300
918,dataset\2020040312.jpg,1,2020040312
919,dataset\2020040400.jpg,1,2020040400
920,dataset\2020040412.jpg,5,2020040412
921,dataset\2020040500.jpg,5,2020040500
922,dataset\2020040512.jpg,5,2020040512
923,dataset\2020040600.jpg,5,2020040600
924,dataset\2020040612.jpg,5,2020040612
925,dataset\2020040700.jpg,1,2020040700
926,dataset\2020040712.jpg,0,2020040712
927,dataset\2020040800.jpg,5,2020040800
928,dataset\2020040812.jpg,5,2020040812
929,dataset\2020040900.jpg,1,2020040900
930,dataset\2020040912.jpg,5,2020040912
931,dataset\2020041000.jpg,5,2020041000
932,dataset\2020041012.jpg,0,2020041012
933,dataset\2020041100.jpg,1,2020041100
934,dataset\2020041112.jpg,5,2020041112
935,dataset\2020041200.jpg,5,2020041200
936,dataset\2020041212.jpg,5,2020041212
937,dataset\2020041300.jpg,5,2020041300
938,dataset\2020041312.jpg,0,2020041312
939,dataset\2020041400.jpg,0,2020041400
940,dataset\2020041412.jpg,5,2020041412
941,dataset\2020041500.jpg,5,2020041500
942,dataset\2020041512.jpg,5,2020041512
943,dataset\2020041600.jpg,5,2020041600
944,dataset\2020041612.jpg,5,2020041612
945,dataset\2020041700.jpg,5,2020041700
946,dataset\2020041712.jpg,5,2020041712
947,dataset\2020041800.jpg,5,2020041800
948,dataset\2020041812.jpg,5,2020041812
949,dataset\2020041900.jpg,5,2020041900
950,dataset\2020041912.jpg,5,2020041912
951,dataset\2020042000.jpg,5,2020042000
952,dataset\2020042012.jpg,5,2020042012
953,dataset\2020042100.jpg,5,2020042100
954,dataset\2020042112.jpg,0,2020042112
955,dataset\2020042200.jpg,5,2020042200
956,dataset\2020042212.jpg,5,2020042212
957,dataset\2020042300.jpg,0,2020042300
958,dataset\2020042312.jpg,1,2020042312
959,dataset\2020042400.jpg,1,2020042400
960,dataset\2020042412.jpg,1,2020042412
961,dataset\2020042500.jpg,1,2020042500
962,dataset\2020042512.jpg,5,2020042512
963,dataset\2020042600.jpg,0,2020042600
964,dataset\2020042612.jpg,0,2020042612
965,dataset\2020042700.jpg,5,2020042700
966,dataset\2020042712.jpg,5,2020042712
967,dataset\2020042800.jpg,5,2020042800
968,dataset\2020042812.jpg,5,2020042812
969,dataset\2020042900.jpg,1,2020042900
970,dataset\2020042912.jpg,0,2020042912
971,dataset\2020043000.jpg,5,2020043000
972,dataset\2020043012.jpg,5,2020043012
973,dataset\2020050100.jpg,5,2020050100
974,dataset\2020050112.jpg,5,2020050112
975,dataset\2020050200.jpg,1,2020050200
976,dataset\2020050212.jpg,0,2020050212
977,dataset\2020050300.jpg,5,2020050300
978,dataset\2020050312.jpg,1,2020050312
979,dataset\2020050400.jpg,5,2020050400
980,dataset\2020050412.jpg,5,2020050412
981,dataset\2020050500.jpg,1,2020050500
982,dataset\2020050512.jpg,5,2020050512
983,dataset\2020050600.jpg,5,2020050600
984,dataset\2020050612.jpg,5,2020050612
985,dataset\2020050700.jpg,5,2020050700
986,dataset\2020050712.jpg,5,2020050712
987,dataset\2020050800.jpg,0,2020050800
988,dataset\2020050812.jpg,5,2020050812
989,dataset\2020050900.jpg,5,2020050900
990,dataset\2020050912.jpg,1,2020050912
991,dataset\2020051000.jpg,1,2020051000
992,dataset\2020051012.jpg,1,2020051012
993,dataset\2020051100.jpg,1,2020051100
994,dataset\2020051112.jpg,1,2020051112
995,dataset\2020051200.jpg,0,2020051200
996,dataset\2020051212.jpg,5,2020051212
997,dataset\2020051300.jpg,5,2020051300
998,dataset\2020051312.jpg,5,2020051312
999,dataset\2020051400.jpg,5,2020051400
1000,dataset\2020051412.jpg,5,2020051412
1001,dataset\2020051500.jpg,5,2020051500
1002,dataset\2020051512.jpg,5,2020051512
1003,dataset\2020051600.jpg,5,2020051600
1004,dataset\2020051612.jpg,5,2020051612
1005,dataset\2020051700.jpg,5,2020051700
1006,dataset\2020051712.jpg,5,2020051712
1007,dataset\2020051800.jpg,5,2020051800
1008,dataset\2020051812.jpg,5,2020051812
1009,dataset\2020051900.jpg,0,2020051900
1010,dataset\2020051912.jpg,0,2020051912
1011,dataset\2020052000.jpg,5,2020052000
1012,dataset\2020052012.jpg,5,2020052012
1013,dataset\2020052100.jpg,1,2020052100
1014,dataset\2020052112.jpg,5,2020052112
1015,dataset\2020052200.jpg,5,2020052200
1016,dataset\2020052212.jpg,5,2020052212
1017,dataset\2020052300.jpg,5,2020052300
1018,dataset\2020052312.jpg,5,2020052312
1019,dataset\2020052400.jpg,5,2020052400
1020,dataset\2020052412.jpg,5,2020052412
1021,dataset\2020052500.jpg,5,2020052500
1022,dataset\2020052512.jpg,5,2020052512
1023,dataset\2020052600.jpg,0,2020052600
1024,dataset\2020052612.jpg,1,2020052612
1025,dataset\2020052700.jpg,1,2020052700
1026,dataset\2020052712.jpg,0,2020052712
1027,dataset\2020052800.jpg,5,2020052800
1028,dataset\2020052812.jpg,5,2020052812
1029,dataset\2020052900.jpg,5,2020052900
1030,dataset\2020052912.jpg,5,2020052912
1031,dataset\2020053000.jpg,1,2020053000
1032,dataset\2020053012.jpg,5,2020053012
1033,dataset\2020053100.jpg,5,2020053100
1034,dataset\2020053112.jpg,5,2020053112
1035,dataset\2020060100.jpg,1,2020060100
1036,dataset\2020060112.jpg,5,2020060112
1037,dataset\2020060200.jpg,5,2020060200
1038,dataset\2020060212.jpg,5,2020060212
1039,dataset\2020060300.jpg,5,2020060300
1040,dataset\2020060312.jpg,5,2020060312
1041,dataset\2020060400.jpg,5,2020060400
1042,dataset\2020060412.jpg,5,2020060412
1043,dataset\2020060500.jpg,5,2020060500
1044,dataset\2020060512.jpg,5,2020060512
1045,dataset\2020060600.jpg,5,2020060600
1046,dataset\2020060612.jpg,5,2020060612
1047,dataset\2020060700.jpg,5,2020060700
1048,dataset\2020060712.jpg,5,2020060712
1049,dataset\2020060800.jpg,5,2020060800
1050,dataset\2020060812.jpg,1,2020060812
1051,dataset\2020060900.jpg,1,2020060900
1052,dataset\2020060912.jpg,5,2020060912
1053,dataset\2020061000.jpg,5,2020061000
1054,dataset\2020061012.jpg,5,2020061012
1055,dataset\2020061100.jpg,5,2020061100
1056,dataset\2020061112.jpg,1,2020061112
1057,dataset\2020061200.jpg,1,2020061200
1058,dataset\2020061212.jpg,5,2020061212
1059,dataset\2020061300.jpg,1,2020061300
1060,dataset\2020061312.jpg,5,2020061312
1061,dataset\2020061400.jpg,5,2020061400
1062,dataset\2020061412.jpg,5,2020061412
1063,dataset\2020061500.jpg,5,2020061500
1064,dataset\2020061512.jpg,5,2020061512
1065,dataset\2020061600.jpg,5,2020061600
1066,dataset\2020061612.jpg,5,2020061612
1067,dataset\2020061700.jpg,5,2020061700
1068,dataset\2020061712.jpg,0,2020061712
1069,dataset\2020061800.jpg,0,2020061800
1070,dataset\2020061812.jpg,1,2020061812
1071,dataset\2020061900.jpg,5,2020061900
1072,dataset\2020061912.jpg,0,2020061912
1073,dataset\2020062000.jpg,5,2020062000
1074,dataset\2020062012.jpg,1,2020062012
1075,dataset\2020062100.jpg,1,2020062100
1076,dataset\2020062112.jpg,1,2020062112
1077,dataset\2020062200.jpg,5,2020062200
1078,dataset\2020062212.jpg,5,2020062212
1079,dataset\2020062300.jpg,5,2020062300
1080,dataset\2020062312.jpg,1,2020062312
1081,dataset\2020062400.jpg,1,2020062400
1082,dataset\2020062412.jpg,5,2020062412
1083,dataset\2020062500.jpg,1,2020062500
1084,dataset\2020062512.jpg,1,2020062512
1085,dataset\2020062600.jpg,5,2020062600
1086,dataset\2020062612.jpg,5,2020062612
1087,dataset\2020062700.jpg,5,2020062700
1088,dataset\2020062712.jpg,5,2020062712
1089,dataset\2020062800.jpg,5,2020062800
1090,dataset\2020062812.jpg,5,2020062812
1091,dataset\2020062900.jpg,5,2020062900
1092,dataset\2020062912.jpg,1,2020062912
1093,dataset\2020063000.jpg,1,2020063000
1094,dataset\2020063012.jpg,1,2020063012
1095,dataset\2020070100.jpg,5,2020070100
1096,dataset\2020070112.jpg,5,2020070112
1097,dataset\2020070200.jpg,5,2020070200
1098,dataset\2020070212.jpg,5,2020070212
1099,dataset\2020070300.jpg,5,2020070300
1100,dataset\2020070312.jpg,5,2020070312
1101,dataset\2020070400.jpg,0,2020070400
1102,dataset\2020070412.jpg,0,2020070412
1103,dataset\2020070500.jpg,1,2020070500
1104,dataset\2020070512.jpg,5,2020070512
1105,dataset\2020070600.jpg,5,2020070600
1106,dataset\2020070612.jpg,5,2020070612
1107,dataset\2020070700.jpg,5,2020070700
1108,dataset\2020070712.jpg,5,2020070712
1109,dataset\2020070800.jpg,5,2020070800
1110,dataset\2020070812.jpg,5,2020070812
1111,dataset\2020070900.jpg,5,2020070900
1112,dataset\2020070912.jpg,5,2020070912
1113,dataset\2020071000.jpg,1,2020071000
1114,dataset\2020071012.jpg,5,2020071012
1115,dataset\2020071100.jpg,1,2020071100
1116,dataset\2020071112.jpg,5,2020071112
1117,dataset\2020071200.jpg,0,2020071200
1118,dataset\2020071212.jpg,5,2020071212
1119,dataset\2020071300.jpg,5,2020071300
1120,dataset\2020071312.jpg,1,2020071312
1121,dataset\2020071400.jpg,5,2020071400
1122,dataset\2020071412.jpg,5,2020071412
1123,dataset\2020071500.jpg,5,2020071500
1124,dataset\2020071512.jpg,5,2020071512
1125,dataset\2020071600.jpg,5,2020071600
1126,dataset\2020071612.jpg,5,2020071612
1127,dataset\2020071700.jpg,1,2020071700
1128,dataset\2020071712.jpg,5,2020071712
1129,dataset\2020071800.jpg,5,2020071800
1130,dataset\2020071812.jpg,5,2020071812
1131,dataset\2020071900.jpg,0,2020071900
1132,dataset\2020071912.jpg,5,2020071912
1133,dataset\2020072000.jpg,5,2020072000
1134,dataset\2020072012.jpg,0,2020072012
1135,dataset\2020072100.jpg,0,2020072100
1136,dataset\2020072112.jpg,0,2020072112
1137,dataset\2020072200.jpg,5,2020072200
1138,dataset\2020072212.jpg,0,2020072212
1139,dataset\2020072300.jpg,0,2020072300
1140,dataset\2020072312.jpg,0,2020072312
1141,dataset\2020072400.jpg,5,2020072400
1142,dataset\2020072412.jpg,5,2020072412
1143,dataset\2020072500.jpg,1,2020072500
1144,dataset\2020072512.jpg,5,2020072512
1145,dataset\2020072600.jpg,5,2020072600
1146,dataset\2020072612.jpg,5,2020072612
1147,dataset\2020072700.jpg,1,2020072700
1148,dataset\2020072712.jpg,5,2020072712
1149,dataset\2020072800.jpg,1,2020072800
1150,dataset\2020072812.jpg,5,2020072812
1151,dataset\2020072900.jpg,1,2020072900
1152,dataset\2020072912.jpg,5,2020072912
1153,dataset\2020073000.jpg,1,2020073000
1154,dataset\2020073012.jpg,1,2020073012
1155,dataset\2020073100.jpg,1,2020073100
1156,dataset\2020073112.jpg,0,2020073112
1157,dataset\2020080100.jpg,5,2020080100
1158,dataset\2020080112.jpg,5,2020080112
1159,dataset\2020080200.jpg,5,2020080200
1160,dataset\2020080212.jpg,5,2020080212
1161,dataset\2020080300.jpg,5,2020080300
1162,dataset\2020080312.jpg,5,2020080312
1163,dataset\2020080400.jpg,5,2020080400
1164,dataset\2020080412.jpg,5,2020080412
1165,dataset\2020080500.jpg,5,2020080500
1166,dataset\2020080512.jpg,1,2020080512
1167,dataset\2020080600.jpg,5,2020080600
1168,dataset\2020080612.jpg,5,2020080612
1169,dataset\2020080700.jpg,1,2020080700
1170,dataset\2020080712.jpg,5,2020080712
1171,dataset\2020080800.jpg,1,2020080800
1172,dataset\2020080812.jpg,5,2020080812
1173,dataset\2020080900.jpg,5,2020080900
1174,dataset\2020080912.jpg,5,2020080912
1175,dataset\2020081000.jpg,5,2020081000
1176,dataset\2020081012.jpg,5,2020081012
1177,dataset\2020081100.jpg,5,2020081100
1178,dataset\2020081112.jpg,5,2020081112
1179,dataset\2020081200.jpg,1,2020081200
1180,dataset\2020081212.jpg,5,2020081212
1181,dataset\2020081300.jpg,1,2020081300
1182,dataset\2020081312.jpg,5,2020081312
1183,dataset\2020081400.jpg,1,2020081400
1184,dataset\2020081412.jpg,5,2020081412
1185,dataset\2020081500.jpg,5,2020081500
1186,dataset\2020081512.jpg,0,2020081512
1187,dataset\2020081600.jpg,1,2020081600
1188,dataset\2020081612.jpg,5,2020081612
1189,dataset\2020081700.jpg,5,2020081700
1190,dataset\2020081712.jpg,5,2020081712
1191,dataset\2020081800.jpg,5,2020081800
1192,dataset\2020081812.jpg,5,2020081812
1193,dataset\2020081900.jpg,5,2020081900
1194,dataset\2020081912.jpg,5,2020081912
1195,dataset\2020082000.jpg,1,2020082000
1196,dataset\2020082012.jpg,5,2020082012
1197,dataset\2020082100.jpg,5,2020082100
1198,dataset\2020082112.jpg,5,2020082112
1199,dataset\2020082200.jpg,1,2020082200
1200,dataset\2020082212.jpg,1,2020082212
1201,dataset\2020082300.jpg,1,2020082300
1202,dataset\2020082312.jpg,5,2020082312
1203,dataset\2020082400.jpg,1,2020082400
1204,dataset\2020082412.jpg,5,2020082412
1205,dataset\2020082500.jpg,1,2020082500
1206,dataset\2020082512.jpg,5,2020082512
1207,dataset\2020082600.jpg,1,2020082600
1208,dataset\2020082612.jpg,5,2020082612
1209,dataset\2020082700.jpg,1,2020082700
1210,dataset\2020082712.jpg,1,2020082712
1211,dataset\2020082800.jpg,1,2020082800
1212,dataset\2020082812.jpg,5,2020082812
1213,dataset\2020082900.jpg,5,2020082900
1214,dataset\2020082912.jpg,5,2020082912
1215,dataset\2020083000.jpg,5,2020083000
1216,dataset\2020083012.jpg,5,2020083012
1217,dataset\2020083100.jpg,5,2020083100
1218,dataset\2020083112.jpg,5,2020083112
1219,dataset\2020090100.jpg,1,2020090100
1220,dataset\2020090112.jpg,5,2020090112
1221,dataset\2020090200.jpg,5,2020090200
1222,dataset\2020090212.jpg,5,2020090212
1223,dataset\2020090300.jpg,1,2020090300
1224,dataset\2020090312.jpg,5,2020090312
1225,dataset\2020090400.jpg,5,2020090400
1226,dataset\2020090412.jpg,5,2020090412
1227,dataset\2020090500.jpg,5,2020090500
1228,dataset\2020090512.jpg,5,2020090512
1229,dataset\2020090600.jpg,5,2020090600
1230,dataset\2020090612.jpg,5,2020090612
1231,dataset\2020090700.jpg,5,2020090700
1232,dataset\2020090712.jpg,1,2020090712
1233,dataset\2020090800.jpg,5,2020090800
1234,dataset\2020090812.jpg,1,2020090812
1235,dataset\2020090900.jpg,1,2020090900
1236,dataset\2020090912.jpg,5,2020090912
1237,dataset\2020091000.jpg,5,2020091000
1238,dataset\2020091012.jpg,5,2020091012
1239,dataset\2020091100.jpg,5,2020091100
1240,dataset\2020091112.jpg,5,2020091112
1241,dataset\2020091200.jpg,5,2020091200
1242,dataset\2020091212.jpg,1,2020091212
1243,dataset\2020091300.jpg,1,2020091300
1244,dataset\2020091312.jpg,1,2020091312
1245,dataset\2020091400.jpg,5,2020091400
1246,dataset\2020091412.jpg,5,2020091412
1247,dataset\2020091500.jpg,1,2020091500
1248,dataset\2020091512.jpg,1,2020091512
1249,dataset\2020091600.jpg,1,2020091600
1250,dataset\2020091612.jpg,5,2020091612
1251,dataset\2020091700.jpg,5,2020091700
1252,dataset\2020091712.jpg,5,2020091712
1253,dataset\2020091800.jpg,1,2020091800
1254,dataset\2020091812.jpg,5,2020091812
1255,dataset\2020091900.jpg,1,2020091900
1256,dataset\2020091912.jpg,5,2020091912
1257,dataset\2020092000.jpg,1,2020092000
1258,dataset\2020092012.jpg,1,2020092012
1259,dataset\2020092100.jpg,1,2020092100
1260,dataset\2020092112.jpg,5,2020092112
1261,dataset\2020092200.jpg,5,2020092200
1262,dataset\2020092212.jpg,5,2020092212
1263,dataset\2020092300.jpg,5,2020092300
1264,dataset\2020092312.jpg,5,2020092312
1265,dataset\2020092400.jpg,5,2020092400
1266,dataset\2020092412.jpg,5,2020092412
1267,dataset\2020092500.jpg,5,2020092500
1268,dataset\2020092512.jpg,5,2020092512
1269,dataset\2020092600.jpg,5,2020092600
1270,dataset\2020092612.jpg,5,2020092612
1271,dataset\2020092700.jpg,1,2020092700
1272,dataset\2020092712.jpg,5,2020092712
1273,dataset\2020092800.jpg,5,2020092800
1274,dataset\2020092812.jpg,5,2020092812
